"subplot_name","subplot_id","block_number","plot_number","subplot_number","biomass_1","biomass_2","biomass_3","biomass_4"
"SpringOatPeaIntercrop_2024_NY_107_subplot_3",713977,3,107,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_108_subplot_1",713666,3,108,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_108_subplot_2",713668,3,108,2,,,,
"SpringOatPeaIntercrop_2024_NY_108_subplot_3",713670,3,108,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_109_subplot_1",714561,3,109,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_109_subplot_2",714563,3,109,2,,,,
"SpringOatPeaIntercrop_2024_NY_109_subplot_3",714565,3,109,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_110_subplot_1",713756,3,110,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_110_subplot_2",713758,3,110,2,,,,
"SpringOatPeaIntercrop_2024_NY_110_subplot_3",713761,3,110,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_111_subplot_1",714077,3,111,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_111_subplot_2",714078,3,111,2,,,,
"SpringOatPeaIntercrop_2024_NY_111_subplot_3",714079,3,111,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_112_subplot_1",714131,3,112,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_112_subplot_2",714132,3,112,2,,,,
"SpringOatPeaIntercrop_2024_NY_112_subplot_3",714133,3,112,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_113_subplot_1",713823,3,113,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_113_subplot_2",713825,3,113,2,,,,
"SpringOatPeaIntercrop_2024_NY_113_subplot_3",713827,3,113,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_114_subplot_1",714378,3,114,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_114_subplot_2",714380,3,114,2,,,,
"SpringOatPeaIntercrop_2024_NY_114_subplot_3",714382,3,114,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_115_subplot_1",713627,3,115,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_115_subplot_2",713629,3,115,2,,,,
"SpringOatPeaIntercrop_2024_NY_115_subplot_3",713631,3,115,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_116_subplot_1",714008,3,116,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_116_subplot_2",714010,3,116,2,,,,
"SpringOatPeaIntercrop_2024_NY_116_subplot_3",714012,3,116,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_117_subplot_1",713925,3,117,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_117_subplot_2",713927,3,117,2,,,,
"SpringOatPeaIntercrop_2024_NY_117_subplot_3",713929,3,117,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_118_subplot_1",713685,3,118,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_118_subplot_2",713687,3,118,2,,,,
"SpringOatPeaIntercrop_2024_NY_118_subplot_3",713689,3,118,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_119_subplot_1",714455,3,119,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_119_subplot_2",714457,3,119,2,,,,
"SpringOatPeaIntercrop_2024_NY_119_subplot_3",714459,3,119,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_120_subplot_1",714566,3,120,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_120_subplot_2",714568,3,120,2,,,,
"SpringOatPeaIntercrop_2024_NY_120_subplot_3",714570,3,120,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_121_subplot_1",713653,3,121,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_121_subplot_2",713655,3,121,2,,,,
"SpringOatPeaIntercrop_2024_NY_121_subplot_3",713657,3,121,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_122_subplot_1",713608,3,122,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_122_subplot_2",713610,3,122,2,,,,
"SpringOatPeaIntercrop_2024_NY_122_subplot_3",713612,3,122,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_123_subplot_1",714508,3,123,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_123_subplot_2",714510,3,123,2,,,,
"SpringOatPeaIntercrop_2024_NY_123_subplot_3",714511,3,123,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_124_subplot_1",713913,3,124,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_124_subplot_2",713915,3,124,2,,,,
"SpringOatPeaIntercrop_2024_NY_124_subplot_3",713917,3,124,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_125_subplot_1",714095,3,125,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_125_subplot_2",714096,3,125,2,,,,
"SpringOatPeaIntercrop_2024_NY_125_subplot_3",714097,3,125,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_126_subplot_1",714294,3,126,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_126_subplot_2",714296,3,126,2,,,,
"SpringOatPeaIntercrop_2024_NY_126_subplot_3",714297,3,126,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_127_subplot_1",714359,3,127,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_127_subplot_2",714361,3,127,2,,,,
"SpringOatPeaIntercrop_2024_NY_127_subplot_3",714363,3,127,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_128_subplot_1",714056,3,128,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_128_subplot_2",714057,3,128,2,,,,
"SpringOatPeaIntercrop_2024_NY_128_subplot_3",714058,3,128,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_129_subplot_1",713853,3,129,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_129_subplot_2",713855,3,129,2,,,,
"SpringOatPeaIntercrop_2024_NY_129_subplot_3",713857,3,129,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_130_subplot_1",713640,3,130,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_130_subplot_2",713642,3,130,2,,,,
"SpringOatPeaIntercrop_2024_NY_130_subplot_3",713644,3,130,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_131_subplot_1",714549,3,131,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_131_subplot_2",714551,3,131,2,,,,
"SpringOatPeaIntercrop_2024_NY_131_subplot_3",714553,3,131,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_132_subplot_1",714276,3,132,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_132_subplot_2",714278,3,132,2,,,,
"SpringOatPeaIntercrop_2024_NY_132_subplot_3",714280,3,132,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_133_subplot_1",713620,3,133,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_133_subplot_2",713623,3,133,2,,,,
"SpringOatPeaIntercrop_2024_NY_133_subplot_3",713625,3,133,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_134_subplot_1",714235,3,134,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_134_subplot_2",714237,3,134,2,,,,
"SpringOatPeaIntercrop_2024_NY_134_subplot_3",714239,3,134,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_135_subplot_1",713817,3,135,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_135_subplot_2",713819,3,135,2,,,,
"SpringOatPeaIntercrop_2024_NY_135_subplot_3",713821,3,135,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_136_subplot_1",713596,3,136,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_136_subplot_2",713598,3,136,2,,,,
"SpringOatPeaIntercrop_2024_NY_136_subplot_3",713600,3,136,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_137_subplot_1",713532,3,137,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_137_subplot_2",713534,3,137,2,,,,
"SpringOatPeaIntercrop_2024_NY_137_subplot_3",713536,3,137,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_138_subplot_1",713877,3,138,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_138_subplot_2",713879,3,138,2,,,,
"SpringOatPeaIntercrop_2024_NY_138_subplot_3",713881,3,138,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_139_subplot_1",714059,3,139,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_139_subplot_2",714060,3,139,2,,,,
"SpringOatPeaIntercrop_2024_NY_139_subplot_3",714061,3,139,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_140_subplot_1",713835,3,140,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_140_subplot_2",713837,3,140,2,,,,
"SpringOatPeaIntercrop_2024_NY_140_subplot_3",713839,3,140,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_141_subplot_1",714110,3,141,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_141_subplot_2",714111,3,141,2,,,,
"SpringOatPeaIntercrop_2024_NY_141_subplot_3",714112,3,141,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_142_subplot_1",714193,3,142,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_142_subplot_2",714195,3,142,2,,,,
"SpringOatPeaIntercrop_2024_NY_142_subplot_3",714197,3,142,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_143_subplot_1",713743,3,143,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_143_subplot_2",713745,3,143,2,,,,
"SpringOatPeaIntercrop_2024_NY_143_subplot_3",713748,3,143,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_144_subplot_1",714408,3,144,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_144_subplot_2",714410,3,144,2,,,,
"SpringOatPeaIntercrop_2024_NY_144_subplot_3",714412,3,144,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_145_subplot_1",713633,3,145,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_145_subplot_2",713635,3,145,2,,,,
"SpringOatPeaIntercrop_2024_NY_145_subplot_3",713638,3,145,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_146_subplot_1",714014,3,146,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_146_subplot_2",714016,3,146,2,,,,
"SpringOatPeaIntercrop_2024_NY_146_subplot_3",714017,3,146,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_147_subplot_1",713895,3,147,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_147_subplot_2",713897,3,147,2,,,,
"SpringOatPeaIntercrop_2024_NY_147_subplot_3",713899,3,147,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_148_subplot_1",713730,3,148,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_148_subplot_2",713733,3,148,2,,,,
"SpringOatPeaIntercrop_2024_NY_148_subplot_3",713735,3,148,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_149_subplot_1",714484,3,149,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_149_subplot_2",714486,3,149,2,,,,
"SpringOatPeaIntercrop_2024_NY_149_subplot_3",714488,3,149,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_150_subplot_1",714080,3,150,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_150_subplot_2",714081,3,150,2,,,,
"SpringOatPeaIntercrop_2024_NY_150_subplot_3",714082,3,150,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_151_subplot_1",713763,4,151,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_151_subplot_2",713765,4,151,2,,,,
"SpringOatPeaIntercrop_2024_NY_151_subplot_3",713767,4,151,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_152_subplot_1",713949,4,152,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_152_subplot_2",713951,4,152,2,,,,
"SpringOatPeaIntercrop_2024_NY_152_subplot_3",713953,4,152,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_153_subplot_1",714104,4,153,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_153_subplot_2",714105,4,153,2,,,,
"SpringOatPeaIntercrop_2024_NY_153_subplot_3",714106,4,153,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_154_subplot_1",713526,4,154,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_154_subplot_2",713528,4,154,2,,,,
"SpringOatPeaIntercrop_2024_NY_154_subplot_3",713530,4,154,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_155_subplot_1",714513,4,155,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_155_subplot_2",714515,4,155,2,,,,
"SpringOatPeaIntercrop_2024_NY_155_subplot_3",714517,4,155,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_156_subplot_1",714134,4,156,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_156_subplot_2",714136,4,156,2,,,,
"SpringOatPeaIntercrop_2024_NY_156_subplot_3",714138,4,156,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_157_subplot_1",714223,4,157,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_157_subplot_2",714225,4,157,2,,,,
"SpringOatPeaIntercrop_2024_NY_157_subplot_3",714227,4,157,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_158_subplot_1",714437,4,158,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_158_subplot_2",714439,4,158,2,,,,
"SpringOatPeaIntercrop_2024_NY_158_subplot_3",714441,4,158,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_159_subplot_1",713717,4,159,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_159_subplot_2",713720,4,159,2,,,,
"SpringOatPeaIntercrop_2024_NY_159_subplot_3",713722,4,159,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_160_subplot_1",713943,4,160,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_160_subplot_2",713945,4,160,2,,,,
"SpringOatPeaIntercrop_2024_NY_160_subplot_3",713947,4,160,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_161_subplot_1",714128,4,161,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_161_subplot_2",714129,4,161,2,,,,
"SpringOatPeaIntercrop_2024_NY_161_subplot_3",714130,4,161,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_162_subplot_1",714071,4,162,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_162_subplot_2",714072,4,162,2,,,,
"SpringOatPeaIntercrop_2024_NY_162_subplot_3",714073,4,162,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_163_subplot_1",714032,4,163,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_163_subplot_2",714033,4,163,2,,,,
"SpringOatPeaIntercrop_2024_NY_163_subplot_3",714034,4,163,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_164_subplot_1",714449,4,164,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_164_subplot_2",714451,4,164,2,,,,
"SpringOatPeaIntercrop_2024_NY_164_subplot_3",714453,4,164,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_165_subplot_1",713570,4,165,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_165_subplot_2",713572,4,165,2,,,,
"SpringOatPeaIntercrop_2024_NY_165_subplot_3",713574,4,165,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_166_subplot_1",713793,4,166,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_166_subplot_2",713795,4,166,2,,,,
"SpringOatPeaIntercrop_2024_NY_166_subplot_3",713797,4,166,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_167_subplot_1",713883,4,167,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_167_subplot_2",713885,4,167,2,,,,
"SpringOatPeaIntercrop_2024_NY_167_subplot_3",713887,4,167,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_168_subplot_1",713497,4,168,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_168_subplot_2",713499,4,168,2,,,,
"SpringOatPeaIntercrop_2024_NY_168_subplot_3",713501,4,168,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_169_subplot_1",714384,4,169,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_169_subplot_2",714386,4,169,2,,,,
"SpringOatPeaIntercrop_2024_NY_169_subplot_3",714388,4,169,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_170_subplot_1",713509,4,170,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_170_subplot_2",713511,4,170,2,,,,
"SpringOatPeaIntercrop_2024_NY_170_subplot_3",713513,4,170,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_171_subplot_1",714353,4,171,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_171_subplot_2",714355,4,171,2,,,,
"SpringOatPeaIntercrop_2024_NY_171_subplot_3",714357,4,171,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_172_subplot_1",714420,4,172,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_172_subplot_2",714421,4,172,2,,,,
"SpringOatPeaIntercrop_2024_NY_172_subplot_3",714423,4,172,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_173_subplot_1",713551,4,173,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_173_subplot_2",713553,4,173,2,,,,
"SpringOatPeaIntercrop_2024_NY_173_subplot_3",713555,4,173,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_174_subplot_1",714089,4,174,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_174_subplot_2",714090,4,174,2,,,,
"SpringOatPeaIntercrop_2024_NY_174_subplot_3",714091,4,174,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_175_subplot_1",713901,4,175,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_175_subplot_2",713903,4,175,2,,,,
"SpringOatPeaIntercrop_2024_NY_175_subplot_3",713905,4,175,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_176_subplot_1",713704,4,176,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_176_subplot_2",713707,4,176,2,,,,
"SpringOatPeaIntercrop_2024_NY_176_subplot_3",713709,4,176,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_177_subplot_1",713659,4,177,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_177_subplot_2",713661,4,177,2,,,,
"SpringOatPeaIntercrop_2024_NY_177_subplot_3",713663,4,177,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_178_subplot_1",713967,4,178,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_178_subplot_2",713969,4,178,2,,,,
"SpringOatPeaIntercrop_2024_NY_178_subplot_3",713971,4,178,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_179_subplot_1",714169,4,179,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_179_subplot_2",714171,4,179,2,,,,
"SpringOatPeaIntercrop_2024_NY_179_subplot_3",714173,4,179,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_180_subplot_1",714425,4,180,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_180_subplot_2",714427,4,180,2,,,,
"SpringOatPeaIntercrop_2024_NY_180_subplot_3",714429,4,180,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_181_subplot_1",713698,4,181,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_181_subplot_2",713700,4,181,2,,,,
"SpringOatPeaIntercrop_2024_NY_181_subplot_3",713702,4,181,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_182_subplot_1",713515,4,182,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_182_subplot_2",713517,4,182,2,,,,
"SpringOatPeaIntercrop_2024_NY_182_subplot_3",713519,4,182,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_183_subplot_1",714490,4,183,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_183_subplot_2",714492,4,183,2,,,,
"SpringOatPeaIntercrop_2024_NY_183_subplot_3",714494,4,183,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_184_subplot_1",713990,4,184,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_184_subplot_2",713992,4,184,2,,,,
"SpringOatPeaIntercrop_2024_NY_184_subplot_3",713994,4,184,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_185_subplot_1",714038,4,185,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_185_subplot_2",714039,4,185,2,,,,
"SpringOatPeaIntercrop_2024_NY_185_subplot_3",714040,4,185,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_186_subplot_1",714390,4,186,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_186_subplot_2",714392,4,186,2,,,,
"SpringOatPeaIntercrop_2024_NY_186_subplot_3",714394,4,186,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_187_subplot_1",714305,4,187,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_187_subplot_2",714307,4,187,2,,,,
"SpringOatPeaIntercrop_2024_NY_187_subplot_3",714309,4,187,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_188_subplot_1",714062,4,188,1,,1,,1
"SpringOatPeaIntercrop_2024_NY_188_subplot_2",714063,4,188,2,,,,
"SpringOatPeaIntercrop_2024_NY_188_subplot_3",714064,4,188,3,1,,1,
"SpringOatPeaIntercrop_2024_NY_189_subplot_1",713787,4,189,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_189_subplot_2",713789,4,189,2,,,,
"SpringOatPeaIntercrop_2024_NY_189_subplot_3",713791,4,189,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_190_subplot_1",713984,4,190,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_190_subplot_2",713986,4,190,2,,,,
"SpringOatPeaIntercrop_2024_NY_190_subplot_3",713988,4,190,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_191_subplot_1",714163,4,191,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_191_subplot_2",714165,4,191,2,,,,
"SpringOatPeaIntercrop_2024_NY_191_subplot_3",714167,4,191,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_192_subplot_1",714092,4,192,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_192_subplot_2",714093,4,192,2,,,,
"SpringOatPeaIntercrop_2024_NY_192_subplot_3",714094,4,192,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_193_subplot_1",714023,4,193,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_193_subplot_2",714024,4,193,2,,,,
"SpringOatPeaIntercrop_2024_NY_193_subplot_3",714025,4,193,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_194_subplot_1",714431,4,194,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_194_subplot_2",714433,4,194,2,,,,
"SpringOatPeaIntercrop_2024_NY_194_subplot_3",714435,4,194,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_195_subplot_1",713557,4,195,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_195_subplot_2",713559,4,195,2,,,,
"SpringOatPeaIntercrop_2024_NY_195_subplot_3",713561,4,195,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_196_subplot_1",713775,4,196,1,,1,1,
"SpringOatPeaIntercrop_2024_NY_196_subplot_2",713777,4,196,2,,,,
"SpringOatPeaIntercrop_2024_NY_196_subplot_3",713779,4,196,3,1,,,1
"SpringOatPeaIntercrop_2024_NY_197_subplot_1",713859,4,197,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_197_subplot_2",713861,4,197,2,,,,
"SpringOatPeaIntercrop_2024_NY_197_subplot_3",713863,4,197,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_198_subplot_1",713520,4,198,1,1,,1,
"SpringOatPeaIntercrop_2024_NY_198_subplot_2",713522,4,198,2,,,,
"SpringOatPeaIntercrop_2024_NY_198_subplot_3",713524,4,198,3,,1,,1
"SpringOatPeaIntercrop_2024_NY_199_subplot_1",714335,4,199,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_199_subplot_2",714337,4,199,2,,,,
"SpringOatPeaIntercrop_2024_NY_199_subplot_3",714339,4,199,3,,1,1,
"SpringOatPeaIntercrop_2024_NY_200_subplot_1",714229,4,200,1,1,,,1
"SpringOatPeaIntercrop_2024_NY_200_subplot_2",714231,4,200,2,,,,
"SpringOatPeaIntercrop_2024_NY_200_subplot_3",714233,4,200,3,,1,1,
