studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,germplasmEntryNumber,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Biomass_Time,Biomass_1_oat_g,Biomass_2_oat_g,Biomass_3_oat_g,Biomass_4_oat_g,Grain weight - g|CO_350:0005123,oat_grain_yield,Lodging,Biomass_1_pea_g,Biomass_2_pea_g,Biomass_3_pea_g,Biomass_4_pea_g,Pea grain weight - g|COMP:0000009,pea_grain_yield,Pea plant establishment - plants/ft2|COMP:0000052,Pea plant height - cm|day 151|COMP:0000087,Pea plant height - cm|day 176|COMP:0000088,Pea plant height - cm|day 196|COMP:0000089,Pea plant height - cm|day 214|COMP:0000090,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|day 151|COMP:0000075,Plant height - cm|day 176|COMP:0000076,Plant height - cm|day 196|COMP:0000077,Plant height - cm|day 214|COMP:0000078,Biomass_1_weed_g,Biomass_2_weed_g,Biomass_3_weed_g,Biomass_4_weed_g,notes,AUSTRIAN FIELD PEAS,DS Admiral,Frostmaster Peas,Icicle Winter Peas,Maxum,ND Dawn,ND Victory,NDP140510Y,NDP150231Y,NDP150412G,Organic 4010,delta field pea,peaName,pea_type
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499610,ND161488,ND161488,NA,plot,711319,SpringOatPeaIntercrop_2024_NY_49,1,1,49,5,9,test,NA,,43.2,NA,NA,219.2,335,108,3,5.2,NA,NA,15.7,6,2,6.333333333,17.66666667,45.66666667,51,55.33333333,18,28.66666667,93.66666667,112.3333333,112.6666667,8.3,NA,NA,146.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150231Y,NA,NA,NA,NDP150231Y,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499610,ND161488,ND161488,NA,subplot,714026,SpringOatPeaIntercrop_2024_NY_49_subplot_1,1,1,49,5,9,test,NA,4,NA,NA,NA,219.2,NA,NA,NA,NA,NA,NA,15.7,NA,NA,2,18,49,45,61,8,28,91,110,112,NA,NA,NA,146.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150231Y,NA,NA,NA,NDP150231Y,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499610,ND161488,ND161488,NA,subplot,714027,SpringOatPeaIntercrop_2024_NY_49_subplot_2,1,1,49,5,9,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,18,51,57,59,24,32,98,110,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150231Y,NA,NA,NA,NDP150231Y,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499610,ND161488,ND161488,NA,subplot,714028,SpringOatPeaIntercrop_2024_NY_49_subplot_3,1,1,49,5,9,test,NA,1,43.2,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,10,17,37,51,46,22,26,92,117,109,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150231Y,NA,NA,NA,NDP150231Y,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499610,ND161488,ND161488,NA,plot,711315,SpringOatPeaIntercrop_2024_NY_50,1,1,50,5,10,test,NA,,16.4,NA,NA,296,377,134,3,0,NA,NA,0,1,NA,0,0,0,0,0,18.33333333,23,94.66666667,118,116.3333333,5,NA,NA,153.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499610,ND161488,ND161488,NA,subplot,714241,SpringOatPeaIntercrop_2024_NY_50_subplot_1,1,1,50,5,10,test,NA,4,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,17,23,96,116,113,NA,NA,NA,153.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499610,ND161488,ND161488,NA,subplot,714243,SpringOatPeaIntercrop_2024_NY_50_subplot_2,1,1,50,5,10,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,26,25,95,118,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499610,ND161488,ND161488,NA,subplot,714245,SpringOatPeaIntercrop_2024_NY_50_subplot_3,1,1,50,5,10,test,NA,1,16.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,12,21,93,120,115,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531140,SD190850,NA,NA,plot,711257,SpringOatPeaIntercrop_2024_NY_51,1,2,51,6,10,test,NA,,NA,287.7,NA,125.2,280,108,2,NA,12.4,NA,8.3,2,1,2.333333333,11,39,38.33333333,54.66666667,17.33333333,23.33333333,93.33333333,109.3333333,107.3333333,NA,42,NA,300.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150412G,NA,NA,NDP150412G,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531140,SD190850,NA,NA,subplot,714119,SpringOatPeaIntercrop_2024_NY_51_subplot_1,1,2,51,6,10,test,NA,2,NA,287.7,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,1,14,49,32,35,10,26,93,108,108,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150412G,NA,NA,NDP150412G,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531140,SD190850,NA,NA,subplot,714120,SpringOatPeaIntercrop_2024_NY_51_subplot_2,1,2,51,6,10,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,19,47,61,21,23,100,111,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150412G,NA,NA,NDP150412G,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531140,SD190850,NA,NA,subplot,714121,SpringOatPeaIntercrop_2024_NY_51_subplot_3,1,2,51,6,10,test,NA,4,NA,NA,NA,125.2,NA,NA,NA,NA,NA,NA,8.3,NA,NA,1,11,49,36,68,21,21,87,109,106,NA,NA,NA,300.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150412G,NA,NA,NDP150412G,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531140,SD190850,NA,NA,plot,711239,SpringOatPeaIntercrop_2024_NY_52,1,2,52,6,9,test,NA,,NA,253.5,NA,303,231,98,2,NA,0,NA,0,1,NA,0,0,0,0,0,21.66666667,20.66666667,94.66666667,109.3333333,118,NA,61,NA,146.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531140,SD190850,NA,NA,subplot,713590,SpringOatPeaIntercrop_2024_NY_52_subplot_1,1,2,52,6,9,test,NA,2,NA,253.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,19,18,95,113,113,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531140,SD190850,NA,NA,subplot,713592,SpringOatPeaIntercrop_2024_NY_52_subplot_2,1,2,52,6,9,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,22,93,108,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531140,SD190850,NA,NA,subplot,713594,SpringOatPeaIntercrop_2024_NY_52_subplot_3,1,2,52,6,9,test,NA,4,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,31,22,96,107,118,NA,NA,NA,146.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510811,ND170307,ND170307,NA,plot,711303,SpringOatPeaIntercrop_2024_NY_53,1,2,53,6,8,test,NA,,21,NA,NA,421.9,403,126,5,0,NA,NA,0,0,NA,0,0,0,0,0,18.66666667,23.66666667,88.33333333,112,115.3333333,16.1,NA,NA,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510811,ND170307,ND170307,NA,subplot,714288,SpringOatPeaIntercrop_2024_NY_53_subplot_1,1,2,53,6,8,test,NA,4,NA,NA,NA,421.9,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,25,28,87,109,115,NA,NA,NA,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510811,ND170307,ND170307,NA,subplot,714290,SpringOatPeaIntercrop_2024_NY_53_subplot_2,1,2,53,6,8,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,22,19,91,119,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510811,ND170307,ND170307,NA,subplot,714292,SpringOatPeaIntercrop_2024_NY_53_subplot_3,1,2,53,6,8,test,NA,1,21,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,9,24,87,108,113,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510811,ND170307,ND170307,NA,plot,711194,SpringOatPeaIntercrop_2024_NY_54,1,2,54,6,7,test,NA,,25.6,NA,NA,302.2,467,166,6,NA,NA,NA,NA,1,0,2.666666667,10.33333333,47.66666667,45.33333333,56,23.66666667,29.33333333,90.66666667,116,119.3333333,8.5,NA,NA,217.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150412G,NA,NA,NDP150412G,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510811,ND170307,ND170307,NA,subplot,714199,SpringOatPeaIntercrop_2024_NY_54_subplot_1,1,2,54,6,7,test,NA,4,NA,NA,NA,302.2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,11,51,39,56,9,26,88,117,115,NA,NA,NA,217.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150412G,NA,NA,NDP150412G,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510811,ND170307,ND170307,NA,subplot,714201,SpringOatPeaIntercrop_2024_NY_54_subplot_2,1,2,54,6,7,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,47,38,57,26,32,93,120,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150412G,NA,NA,NDP150412G,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510811,ND170307,ND170307,NA,subplot,714203,SpringOatPeaIntercrop_2024_NY_54_subplot_3,1,2,54,6,7,test,NA,1,25.6,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,6,11,45,59,55,36,30,91,111,119,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NDP150412G,NA,NA,NDP150412G,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510812,SADDLE,"Saddle,SD120296",NA,plot,711339,SpringOatPeaIntercrop_2024_NY_55,1,2,55,6,6,test,NA,,26.7,NA,NA,326.8,340,160,3,3.1,NA,NA,6.7,22,10,2.666666667,11,67.33333333,79,83,24.66666667,27.66666667,92.66666667,100,102.3333333,10.7,NA,NA,101.5,NA,AUSTRIAN FIELD PEAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AUSTRIAN FIELD PEAS,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510812,SADDLE,"Saddle,SD120296",NA,subplot,713978,SpringOatPeaIntercrop_2024_NY_55_subplot_1,1,2,55,6,6,test,NA,4,NA,NA,NA,326.8,NA,NA,NA,NA,NA,NA,6.7,NA,NA,0,5,72,87,82,19,26,91,97,103,NA,NA,NA,101.5,NA,AUSTRIAN FIELD PEAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AUSTRIAN FIELD PEAS,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510812,SADDLE,"Saddle,SD120296",NA,subplot,713980,SpringOatPeaIntercrop_2024_NY_55_subplot_2,1,2,55,6,6,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,49,70,72,33,27,93,103,106,NA,NA,NA,NA,NA,AUSTRIAN FIELD PEAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AUSTRIAN FIELD PEAS,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510812,SADDLE,"Saddle,SD120296",NA,subplot,713982,SpringOatPeaIntercrop_2024_NY_55_subplot_3,1,2,55,6,6,test,NA,1,26.7,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,3,17,81,80,95,22,30,94,100,98,10.7,NA,NA,NA,NA,AUSTRIAN FIELD PEAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AUSTRIAN FIELD PEAS,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510812,SADDLE,"Saddle,SD120296",NA,plot,711280,SpringOatPeaIntercrop_2024_NY_56,1,2,56,6,5,test,NA,,29.9,NA,NA,345.3,319,110,3,0,NA,NA,0,0,NA,0,0,0,0,0,23.66666667,27.66666667,96.66666667,105.3333333,100.6666667,12.7,NA,NA,168.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510812,SADDLE,"Saddle,SD120296",NA,subplot,714065,SpringOatPeaIntercrop_2024_NY_56_subplot_1,1,2,56,6,5,test,NA,4,NA,NA,NA,345.3,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,23,28,93,112,93,NA,NA,NA,168.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510812,SADDLE,"Saddle,SD120296",NA,subplot,714066,SpringOatPeaIntercrop_2024_NY_56_subplot_2,1,2,56,6,5,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,24,29,99,107,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510812,SADDLE,"Saddle,SD120296",NA,subplot,714067,SpringOatPeaIntercrop_2024_NY_56_subplot_3,1,2,56,6,5,test,NA,1,29.9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,24,26,98,97,104,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",NA,plot,711290,SpringOatPeaIntercrop_2024_NY_57,1,2,57,6,4,test,NA,,21.8,NA,NA,287.6,342,121,3,0,NA,NA,0,0,NA,0,0,0,0,0,20.66666667,24.66666667,97.66666667,124,125.6666667,25.8,NA,NA,178.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",NA,subplot,714443,SpringOatPeaIntercrop_2024_NY_57_subplot_1,1,2,57,6,4,test,NA,4,NA,NA,NA,287.6,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,10,26,92,126,124,NA,NA,NA,178.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",NA,subplot,714445,SpringOatPeaIntercrop_2024_NY_57_subplot_2,1,2,57,6,4,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,31,24,102,122,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",NA,subplot,714447,SpringOatPeaIntercrop_2024_NY_57_subplot_3,1,2,57,6,4,test,NA,1,21.8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,21,24,99,124,129,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",NA,plot,711330,SpringOatPeaIntercrop_2024_NY_58,1,2,58,6,3,test,NA,,41.4,NA,NA,118.7,277,122,4,12.8,NA,NA,5,2,1,2.666666667,13.66666667,55,44,58.66666667,17.66666667,24.33333333,92.33333333,121.6666667,122.6666667,16.1,NA,NA,402.1,NA,NA,DS Admiral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS Admiral,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",NA,subplot,713503,SpringOatPeaIntercrop_2024_NY_58_subplot_1,1,2,58,6,3,test,NA,4,NA,NA,NA,118.7,NA,NA,NA,NA,NA,NA,5,NA,NA,1,12,54,40,57,6,21,84,125,118,NA,NA,NA,402.1,NA,NA,DS Admiral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS Admiral,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",NA,subplot,713505,SpringOatPeaIntercrop_2024_NY_58_subplot_2,1,2,58,6,3,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,65,67,67,17,28,98,125,129,NA,NA,NA,NA,NA,NA,DS Admiral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS Admiral,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",88226,NEWBURG,"ND030365,NEWBERG,Newburg,Newburg (ck)",NA,subplot,713507,SpringOatPeaIntercrop_2024_NY_58_subplot_3,1,2,58,6,3,test,NA,1,41.4,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,5,16,46,25,52,30,24,95,115,121,16.1,NA,NA,NA,NA,NA,DS Admiral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS Admiral,field
