"","studyName","studyYear","studyLoc","germplasmName","peaName","pea_type","observationLevel","observationUnitName","plotNumber","blockNumber","Biomass_1_oat_g","Biomass_2_oat_g","Biomass_3_oat_g","Biomass_4_oat_g","oat_yield","Lodging","Biomass_1_pea_g","Biomass_2_pea_g","Biomass_3_pea_g","Biomass_4_pea_g","pea_yield","oat_fraction","location"
"277","SpringOatPeaIntercrop_2024_NY",2024,"NY","MN18038X_008","Frostmaster Peas","forage","subplot","SpringOatPeaIntercrop_2024_NY_45_subplot_1",45,1,NA,NA,183.5,NA,NA,NA,NA,NA,2.3,NA,NA,NA,"NY"
"278","SpringOatPeaIntercrop_2024_NY",2024,"NY","MN18038X_008","Frostmaster Peas","forage","subplot","SpringOatPeaIntercrop_2024_NY_45_subplot_2",45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"279","SpringOatPeaIntercrop_2024_NY",2024,"NY","MN18038X_008","Frostmaster Peas","forage","subplot","SpringOatPeaIntercrop_2024_NY_45_subplot_3",45,1,NA,268.1,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,"NY"
"280","SpringOatPeaIntercrop_2024_NY",2024,"NY","MN18038X_008",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_46",46,1,NA,167.6,344,NA,170,5,NA,0,0,NA,NA,NA,"NY"
"281","SpringOatPeaIntercrop_2024_NY",2024,"NY","MN18038X_008",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_46_subplot_1",46,1,NA,NA,344,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"282","SpringOatPeaIntercrop_2024_NY",2024,"NY","MN18038X_008",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_46_subplot_2",46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"283","SpringOatPeaIntercrop_2024_NY",2024,"NY","MN18038X_008",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_46_subplot_3",46,1,NA,167.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"284","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_NY_47",47,1,NA,225.6,NA,248.3,117,4,NA,18.6,NA,9.2,5,0.959016393442623,"NY"
"285","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_47_subplot_1",47,1,NA,NA,NA,248.3,NA,NA,NA,NA,NA,9.2,NA,NA,"NY"
"286","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_47_subplot_2",47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"287","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_47_subplot_3",47,1,NA,225.6,NA,NA,NA,NA,NA,18.6,NA,NA,NA,NA,"NY"
"288","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_48",48,1,NA,179.2,NA,208.1,99,3,NA,0,NA,0,NA,NA,"NY"
"289","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_48_subplot_1",48,1,NA,NA,NA,208.1,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"290","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_48_subplot_2",48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"291","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_48_subplot_3",48,1,NA,179.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"292","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND161488","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_NY_49",49,1,43.2,NA,NA,219.2,108,3,5.2,NA,NA,15.7,2,0.981818181818182,"NY"
"293","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND161488","NDP150231Y","field","subplot","SpringOatPeaIntercrop_2024_NY_49_subplot_1",49,1,NA,NA,NA,219.2,NA,NA,NA,NA,NA,15.7,NA,NA,"NY"
"294","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND161488","NDP150231Y","field","subplot","SpringOatPeaIntercrop_2024_NY_49_subplot_2",49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"295","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND161488","NDP150231Y","field","subplot","SpringOatPeaIntercrop_2024_NY_49_subplot_3",49,1,43.2,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,"NY"
"296","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND161488",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_50",50,1,16.4,NA,NA,296,134,3,0,NA,NA,0,NA,NA,"NY"
"297","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND161488",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_50_subplot_1",50,1,NA,NA,NA,296,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"298","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND161488",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_50_subplot_2",50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"299","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND161488",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_50_subplot_3",50,1,16.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"300","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD190850","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_NY_51",51,2,NA,287.7,NA,125.2,108,2,NA,12.4,NA,8.3,1,0.990825688073395,"NY"
"301","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD190850","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_51_subplot_1",51,2,NA,287.7,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,"NY"
"302","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD190850","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_51_subplot_2",51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"303","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD190850","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_51_subplot_3",51,2,NA,NA,NA,125.2,NA,NA,NA,NA,NA,8.3,NA,NA,"NY"
"304","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD190850",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_52",52,2,NA,253.5,NA,303,98,2,NA,0,NA,0,NA,NA,"NY"
"305","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD190850",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_52_subplot_1",52,2,NA,253.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"306","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD190850",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_52_subplot_2",52,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"307","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD190850",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_52_subplot_3",52,2,NA,NA,NA,303,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"308","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND170307",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_53",53,2,21,NA,NA,421.9,126,5,0,NA,NA,0,NA,NA,"NY"
"309","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND170307",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_53_subplot_1",53,2,NA,NA,NA,421.9,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"310","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND170307",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_53_subplot_2",53,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"311","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND170307",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_53_subplot_3",53,2,21,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"312","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND170307","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_NY_54",54,2,25.6,NA,NA,302.2,166,6,NA,NA,NA,NA,0,1,"NY"
"313","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND170307","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_54_subplot_1",54,2,NA,NA,NA,302.2,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"314","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND170307","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_54_subplot_2",54,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"315","SpringOatPeaIntercrop_2024_NY",2024,"NY","ND170307","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_54_subplot_3",54,2,25.6,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,"NY"
"316","SpringOatPeaIntercrop_2024_NY",2024,"NY","SADDLE","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_NY_55",55,2,26.7,NA,NA,326.8,160,3,3.1,NA,NA,6.7,10,0.941176470588235,"NY"
"317","SpringOatPeaIntercrop_2024_NY",2024,"NY","SADDLE","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_55_subplot_1",55,2,NA,NA,NA,326.8,NA,NA,NA,NA,NA,6.7,NA,NA,"NY"
"318","SpringOatPeaIntercrop_2024_NY",2024,"NY","SADDLE","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_55_subplot_2",55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"319","SpringOatPeaIntercrop_2024_NY",2024,"NY","SADDLE","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_55_subplot_3",55,2,26.7,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,"NY"
"320","SpringOatPeaIntercrop_2024_NY",2024,"NY","SADDLE",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_56",56,2,29.9,NA,NA,345.3,110,3,0,NA,NA,0,NA,NA,"NY"
"321","SpringOatPeaIntercrop_2024_NY",2024,"NY","SADDLE",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_56_subplot_1",56,2,NA,NA,NA,345.3,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"322","SpringOatPeaIntercrop_2024_NY",2024,"NY","SADDLE",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_56_subplot_2",56,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"323","SpringOatPeaIntercrop_2024_NY",2024,"NY","SADDLE",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_56_subplot_3",56,2,29.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"324","SpringOatPeaIntercrop_2024_NY",2024,"NY","NEWBURG",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_57",57,2,21.8,NA,NA,287.6,121,3,0,NA,NA,0,NA,NA,"NY"
"325","SpringOatPeaIntercrop_2024_NY",2024,"NY","NEWBURG",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_57_subplot_1",57,2,NA,NA,NA,287.6,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"326","SpringOatPeaIntercrop_2024_NY",2024,"NY","NEWBURG",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_57_subplot_2",57,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"327","SpringOatPeaIntercrop_2024_NY",2024,"NY","NEWBURG",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_57_subplot_3",57,2,21.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"328","SpringOatPeaIntercrop_2024_NY",2024,"NY","NEWBURG","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_NY_58",58,2,41.4,NA,NA,118.7,122,4,12.8,NA,NA,5,1,0.991869918699187,"NY"
"329","SpringOatPeaIntercrop_2024_NY",2024,"NY","NEWBURG","DS Admiral","field","subplot","SpringOatPeaIntercrop_2024_NY_58_subplot_1",58,2,NA,NA,NA,118.7,NA,NA,NA,NA,NA,5,NA,NA,"NY"
"330","SpringOatPeaIntercrop_2024_NY",2024,"NY","NEWBURG","DS Admiral","field","subplot","SpringOatPeaIntercrop_2024_NY_58_subplot_2",58,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"331","SpringOatPeaIntercrop_2024_NY",2024,"NY","NEWBURG","DS Admiral","field","subplot","SpringOatPeaIntercrop_2024_NY_58_subplot_3",58,2,41.4,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,"NY"
"332","SpringOatPeaIntercrop_2024_NY",2024,"NY","DEON",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_59",59,2,44.5,NA,301.7,NA,163,4,0,NA,0,NA,NA,NA,"NY"
"333","SpringOatPeaIntercrop_2024_NY",2024,"NY","DEON",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_59_subplot_1",59,2,44.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"334","SpringOatPeaIntercrop_2024_NY",2024,"NY","DEON",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_59_subplot_2",59,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"335","SpringOatPeaIntercrop_2024_NY",2024,"NY","DEON",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_59_subplot_3",59,2,NA,NA,301.7,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"336","SpringOatPeaIntercrop_2024_NY",2024,"NY","DEON","Maxum","forage","plot","SpringOatPeaIntercrop_2024_NY_60",60,2,25.6,NA,411.6,NA,58,4,6,NA,45.1,NA,11,0.840579710144927,"NY"
"337","SpringOatPeaIntercrop_2024_NY",2024,"NY","DEON","Maxum","forage","subplot","SpringOatPeaIntercrop_2024_NY_60_subplot_1",60,2,25.6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"NY"
"338","SpringOatPeaIntercrop_2024_NY",2024,"NY","DEON","Maxum","forage","subplot","SpringOatPeaIntercrop_2024_NY_60_subplot_2",60,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"339","SpringOatPeaIntercrop_2024_NY",2024,"NY","DEON","Maxum","forage","subplot","SpringOatPeaIntercrop_2024_NY_60_subplot_3",60,2,NA,NA,411.6,NA,NA,NA,NA,NA,45.1,NA,NA,NA,"NY"
"340","SpringOatPeaIntercrop_2024_NY",2024,"NY","ESKER",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_61",61,2,27.6,NA,NA,362.3,125,1,0,NA,NA,0,NA,NA,"NY"
"341","SpringOatPeaIntercrop_2024_NY",2024,"NY","ESKER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_61_subplot_1",61,2,27.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"342","SpringOatPeaIntercrop_2024_NY",2024,"NY","ESKER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_61_subplot_2",61,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"343","SpringOatPeaIntercrop_2024_NY",2024,"NY","ESKER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_61_subplot_3",61,2,NA,NA,NA,362.3,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"344","SpringOatPeaIntercrop_2024_NY",2024,"NY","ESKER","ND Victory","field","plot","SpringOatPeaIntercrop_2024_NY_62",62,2,36.9,NA,NA,257.2,140,2,17.9,NA,NA,19.7,7,0.952380952380952,"NY"
"345","SpringOatPeaIntercrop_2024_NY",2024,"NY","ESKER","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_62_subplot_1",62,2,36.9,NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA,"NY"
"346","SpringOatPeaIntercrop_2024_NY",2024,"NY","ESKER","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_62_subplot_2",62,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"347","SpringOatPeaIntercrop_2024_NY",2024,"NY","ESKER","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_62_subplot_3",62,2,NA,NA,NA,257.2,NA,NA,NA,NA,NA,19.7,NA,NA,"NY"
"348","SpringOatPeaIntercrop_2024_NY",2024,"NY","REINS",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_63",63,2,17.7,NA,295.1,NA,119,2,0,NA,0,NA,NA,NA,"NY"
"349","SpringOatPeaIntercrop_2024_NY",2024,"NY","REINS",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_63_subplot_1",63,2,17.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"350","SpringOatPeaIntercrop_2024_NY",2024,"NY","REINS",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_63_subplot_2",63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"351","SpringOatPeaIntercrop_2024_NY",2024,"NY","REINS",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_63_subplot_3",63,2,NA,NA,295.1,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"352","SpringOatPeaIntercrop_2024_NY",2024,"NY","REINS","ND Victory","field","plot","SpringOatPeaIntercrop_2024_NY_64",64,2,27.4,NA,93.8,NA,124,2,7.9,NA,4,NA,12,0.911764705882353,"NY"
"353","SpringOatPeaIntercrop_2024_NY",2024,"NY","REINS","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_64_subplot_1",64,2,27.4,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,"NY"
"354","SpringOatPeaIntercrop_2024_NY",2024,"NY","REINS","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_64_subplot_2",64,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"355","SpringOatPeaIntercrop_2024_NY",2024,"NY","REINS","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_64_subplot_3",64,2,NA,NA,93.8,NA,NA,NA,NA,NA,4,NA,NA,NA,"NY"
"356","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH","DS Admiral","field","plot","SpringOatPeaIntercrop_2024_NY_65",65,2,40.9,NA,147.8,NA,173,3,10.4,NA,11.8,NA,2,0.988571428571429,"NY"
"357","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH","DS Admiral","field","subplot","SpringOatPeaIntercrop_2024_NY_65_subplot_1",65,2,NA,NA,147.8,NA,NA,NA,NA,NA,11.8,NA,NA,NA,"NY"
"358","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH","DS Admiral","field","subplot","SpringOatPeaIntercrop_2024_NY_65_subplot_2",65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"359","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH","DS Admiral","field","subplot","SpringOatPeaIntercrop_2024_NY_65_subplot_3",65,2,40.9,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,"NY"
"360","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_66",66,2,26.5,NA,147.6,NA,128,4,0,NA,0,NA,NA,NA,"NY"
"361","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_66_subplot_1",66,2,NA,NA,147.6,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"362","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_66_subplot_2",66,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"363","SpringOatPeaIntercrop_2024_NY",2024,"NY","GOLIATH",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_66_subplot_3",66,2,26.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"364","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD181377","Organic 4010","forage","plot","SpringOatPeaIntercrop_2024_NY_67",67,2,NA,197.2,409.1,NA,105,6,NA,28.6,25,NA,5,0.954545454545455,"NY"
"365","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD181377","Organic 4010","forage","subplot","SpringOatPeaIntercrop_2024_NY_67_subplot_1",67,2,NA,197.2,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,"NY"
"366","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD181377","Organic 4010","forage","subplot","SpringOatPeaIntercrop_2024_NY_67_subplot_2",67,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"367","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD181377","Organic 4010","forage","subplot","SpringOatPeaIntercrop_2024_NY_67_subplot_3",67,2,NA,NA,409.1,NA,NA,NA,NA,NA,25,NA,NA,NA,"NY"
"368","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD181377",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_68",68,2,NA,218.2,376.2,NA,153,6,NA,0,0,NA,NA,NA,"NY"
"369","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD181377",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_68_subplot_1",68,2,NA,218.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"370","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD181377",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_68_subplot_2",68,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"371","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD181377",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_68_subplot_3",68,2,NA,NA,376.2,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"372","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_NY_69",69,2,35.9,NA,248.8,NA,117,3,27.1,NA,14.5,NA,1,0.991525423728814,"NY"
"373","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_69_subplot_1",69,2,NA,NA,248.8,NA,NA,NA,NA,NA,14.5,NA,NA,NA,"NY"
"374","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_69_subplot_2",69,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"375","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_69_subplot_3",69,2,35.9,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,"NY"
"376","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_70",70,2,26.2,NA,287.4,NA,145,3,0,NA,0,NA,NA,NA,"NY"
"377","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_70_subplot_1",70,2,NA,NA,287.4,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"378","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_70_subplot_2",70,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"379","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_70_subplot_3",70,2,26.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"380","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL15-5752","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_NY_71",71,2,NA,252.4,NA,145.2,40,3,NA,16.6,NA,36.3,0,1,"NY"
"381","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL15-5752","NDP150231Y","field","subplot","SpringOatPeaIntercrop_2024_NY_71_subplot_1",71,2,NA,252.4,NA,NA,NA,NA,NA,16.6,NA,NA,NA,NA,"NY"
"382","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL15-5752","NDP150231Y","field","subplot","SpringOatPeaIntercrop_2024_NY_71_subplot_2",71,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"383","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL15-5752","NDP150231Y","field","subplot","SpringOatPeaIntercrop_2024_NY_71_subplot_3",71,2,NA,NA,NA,145.2,NA,NA,NA,NA,NA,36.3,NA,NA,"NY"
"384","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL15-5752",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_72",72,2,NA,184.9,NA,150,24,2,NA,0,NA,0,NA,NA,"NY"
"385","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL15-5752",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_72_subplot_1",72,2,NA,184.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"386","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL15-5752",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_72_subplot_2",72,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"387","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL15-5752",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_72_subplot_3",72,2,NA,NA,NA,150,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"388","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_73",73,2,NA,222.1,359.3,NA,103,7,NA,0,0,NA,NA,NA,"NY"
"389","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_73_subplot_1",73,2,NA,NA,359.3,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
